input	response	metadata
"어제 앞반 에어컨 설정온도 기록이 어때?"	"{'Formalized Input': '어제 앞반 설정온도 기록 알려줘.', 'Input Semantic Parsing': {'Temporal': [('어제','2022-09-29 00:00:00 ~ 2022-09-29 23:59:59')],'Spatial': ['앞반'],'Modality': ['설정온도'],'Operation': ['기록'],'Target': ['온도']}, 'Instruction Set': [['q','어제 앞반 설정온도 조회','데이터','값',{}],['r','예) 어제 앞반 설정온도는 24~25도 사이였습니다.']]}"	"{'site_name': 'YongDongIllHighSchool','user_name': '홍길동','idu_name':'01_IB3','idu_mapping': {'01_IB3':['앞반']},'modality_mapping': {'settemp':['설정온도']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 우리집 제습모드 작동시간 알려줘"	"{'Formalized Input': '오늘 우리집 제습모드 작동시간 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30 00:00:00 ~ 2022-09-30 23:59:59')],'Spatial': ['우리집'],'Modality': ['제습모드 사용'],'Operation': ['작동시간'],'Target': ['시간']}, 'Instruction Set': [['q','오늘 우리집 제습모드 기록 알려줘','제습모드','값',{}],['r','예) 오늘 우리집 제습모드는 총 3시간 가동되었습니다.']]}"	"{'site_name': 'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping': {'01_Home':['우리집']},'modality_mapping': {'dehum_usage':['제습모드 사용']},'current_datetime':'2022-09-30 12:00:00'}"
"금주 우리반 최저 습도와 최고 습도 좀 알려줘"	"{'Formalized Input': '금주 우리반 최저 습도와 최고 습도 알려줘.', 'Input Semantic Parsing': {'Temporal': [('금주','2022-09-26 00:00:00 ~ 2022-10-02 23:59:59')],'Spatial': ['우리반'],'Modality': ['실내습도'],'Operation': ['최저','최고'],'Target': ['습도']}, 'Instruction Set': [['q','금주 우리반 습도 데이터 알려줘','금주습도','값',{}],['r','예) 최저 45%, 최고 65%입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name': '홍길동','idu_name':'01_IB5','idu_mapping': {'01_IB5':['우리반']},'modality_mapping': {'humidity':['실내습도']},'current_datetime':'2022-09-30 12:00:00'}"
"작년과 올해 9월 우리집 전력사용량 비교해줘"	"{'Formalized Input': '작년 9월과 올해 9월 우리집 전력사용량 비교해줘.', 'Input Semantic Parsing': {'Temporal': [('작년 9월','2021-09-01 ~ 2021-09-30'),('올해 9월','2022-09-01 ~ 2022-09-30')],'Spatial': ['우리집'],'Modality': ['전력사용량'],'Operation': ['비교'],'Target': ['전력']}, 'Instruction Set': [['q','작년 9월 우리집 전력사용량','작년9월','값',{}],['q','올해 9월 우리집 전력사용량','올해9월','값',{}],['r','예) 작년 9월 대비 5% 증가했습니다.']]}"	"{'site_name': 'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping': {'01_Home':['우리집']},'modality_mapping': {'power_usage':['전력사용량']},'current_datetime':'2022-09-30 12:00:00'}"
"이번달 우리반 에어컨 예약 켜져있어?"	"{'Formalized Input': '이번달 우리반 에어컨 예약 상태 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번달','2022-09-01 ~ 2022-09-30')],'Spatial': ['우리반'],'Modality': ['예약'],'Operation': [None],'Target': ['전원']}, 'Instruction Set': [['q','우리반 예약 상태 조회','예약데이터','값',{}],['r','예) 이번달 우리반 에어컨 예약은 매일 오전 9시입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping': {'timer':['예약']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 옆반 외기 도입률 얼마나 돼?"	"{'Formalized Input': '오늘 옆반 외기 도입률 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30')],'Spatial': ['옆반'],'Modality': ['외기 도입률'],'Operation': [None],'Target': ['비율']}, 'Instruction Set': [['q','옆반 외기 도입률','수치','값',{}],['r','예) 현재 50% 외기를 도입하고 있습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'freshair':['외기 도입률']},'current_datetime':'2022-09-30 12:00:00'}"
"금년도 우리집 전체 난방 사용량 알려줘"	"{'Formalized Input': '금년도 우리집 난방 사용량 알려줘.', 'Input Semantic Parsing': {'Temporal': [('금년도','2022-01-01 ~ 2022-12-31')],'Spatial': ['우리집'],'Modality': ['난방 사용량'],'Operation': [None],'Target': ['전력']}, 'Instruction Set': [['q','금년도 우리집 난방 사용량 조회','데이터','값',{}],['r','예) 올해 우리집 난방 사용량은 총 550kWh 정도입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'heating_usage':['난방 사용량']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 우리반 난방모드가 몇 시간 켜져있었는지 궁금해"	"{'Formalized Input': '오늘 우리반 난방모드 작동 시간 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30')],'Spatial': ['우리반'],'Modality': ['난방모드'],'Operation': ['작동 시간'],'Target': ['시간']}, 'Instruction Set': [['q','난방모드 작동시간 조회','난방시간','값',{}],['r','예) 오늘 4시간 켜져있었습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'heating_mode':['난방모드']},'current_datetime':'2022-09-30 12:00:00'}"
"우리집 이번달 실내온도 평균 알려줄래?"	"{'Formalized Input': '이번달 우리집 실내온도 평균 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번달','2022-09-01 ~ 2022-09-30')],'Spatial': ['우리집'],'Modality': ['실내온도'],'Operation': ['평균'],'Target': ['온도']}, 'Instruction Set': [['q','우리집 실내온도 데이터','값',{}],['r','예) 이번달 평균 온도는 25도입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'roomtemp':['실내온도']},'current_datetime':'2022-09-30 12:00:00'}"
"이번주 옆반과 우리반 중 환기 횟수가 더 많은 곳은?"	"{'Formalized Input': '이번주 옆반과 우리반 환기 횟수 비교해줘.', 'Input Semantic Parsing': {'Temporal': [('이번주','2022-09-26 ~ 2022-10-02')],'Spatial': ['옆반','우리반'],'Modality': ['환기 횟수'],'Operation': ['비교'],'Target': ['횟수']}, 'Instruction Set': [['q','옆반 환기 횟수 조회','데이터','값',{}],['q','우리반 환기 횟수 조회','데이터','값',{}],['r','예) 옆반이 하루 평균 2회로 더 많습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_mapping':{'01_IB5':['우리반'],'01_IB7':['옆반']},'modality_mapping':{'ventilation_count':['환기 횟수']},'current_datetime':'2022-09-30 12:00:00'}"
"내일 우리반 습도 예보랑 온도 예보 모두 알려줘"	"{'Formalized Input': '내일 우리반 습도 예보와 온도 예보 알려줘.', 'Input Semantic Parsing': {'Temporal': [('내일','2022-10-01')],'Spatial': ['우리반'],'Modality': ['예보된 실내습도','예보된 실내온도'],'Operation': [None],'Target': ['습도','온도']}, 'Instruction Set': [['q','내일 우리반 예보된 습도','값',{}],['q','내일 우리반 예보된 온도','값',{}],['r','예) 내일 습도는 약 55%, 온도는 27도로 예상됩니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'forecast_humidity':['예보된 실내습도'],'forecast_temp':['예보된 실내온도']},'current_datetime':'2022-09-30 12:00:00'}"
"한 달 전 옆반 난방온도 평균이랑 지금 비교해줘"	"{'Formalized Input': '한 달 전 옆반 난방온도 평균과 지금 난방온도 비교해줘.', 'Input Semantic Parsing': {'Temporal': [('한 달 전','2022-08-30 00:00:00 ~ 2022-08-30 23:59:59'),('지금','2022-09-30 12:00:00')],'Spatial': ['옆반'],'Modality': ['난방온도'],'Operation': ['평균','비교'],'Target': ['온도']}, 'Instruction Set': [['q','한 달 전 옆반 난방온도','값',{}],['q','지금 옆반 난방온도','값',{}],['r','예) 한 달 전 평균 20도, 지금은 22도로 상승했습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'heatingtemp':['난방온도']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 우리반 창문 열려있는 시간은?"	"{'Formalized Input': '오늘 우리반 창문 열림 시간 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30')],'Spatial': ['우리반'],'Modality': ['창문열림'],'Operation': ['시간'],'Target': ['시간']}, 'Instruction Set': [['q','오늘 우리반 창문 열림 기록','값',{}],['r','예) 오늘 총 2시간 창문이 열려 있었습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'window_open':['창문열림']},'current_datetime':'2022-09-30 12:00:00'}"
"이번달 우리집 제습모드 사용 횟수 알려줘"	"{'Formalized Input': '이번달 우리집 제습모드 사용 횟수 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번달','2022-09-01~2022-09-30')],'Spatial': ['우리집'],'Modality': ['제습모드 사용'],'Operation': ['횟수'],'Target': ['회수']}, 'Instruction Set': [['q','이번달 우리집 제습모드 데이터','값',{}],['r','예) 이번달 총 10회 사용했습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'dehum_usage':['제습모드 사용']},'current_datetime':'2022-09-30 12:00:00'}"
"어제 우리반 시스템에러 발생했어?"	"{'Formalized Input': '어제 우리반 에어컨 시스템에러 발생 여부 알려줘.', 'Input Semantic Parsing': {'Temporal': [('어제','2022-09-29')],'Spatial': ['우리반'],'Modality': ['시스템에러'],'Operation': [None],'Target': ['에러']}, 'Instruction Set': [['q','어제 시스템에러 기록','값',{}],['r','예) 어제 에러코드 E03이 1회 발생했습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'system_error':['시스템에러']},'current_datetime':'2022-09-30 12:00:00'}"
"이번달 에너지 절약 모드로 운전한 시간 알려줄래?"	"{'Formalized Input': '이번달 에너지 절약 모드 운전 시간 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번달','2022-09-01 ~ 2022-09-30')],'Spatial': ['우리반'],'Modality': ['에너지절약모드'],'Operation': ['시간'],'Target': ['시간']}, 'Instruction Set': [['q','에너지 절약 모드 운전 시간 조회','값',{}],['r','예) 총 12시간 정도입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'eco_mode':['에너지절약모드']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 옆반 환기가 몇 번 되었는지 궁금해"	"{'Formalized Input': '오늘 옆반 환기 횟수 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30')],'Spatial': ['옆반'],'Modality': ['환기'],'Operation': ['횟수'],'Target': ['회수']}, 'Instruction Set': [['q','옆반 환기 횟수 조회','값',{}],['r','예) 총 3회 환기되었습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'ventilation_count':['환기']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 옆반 창문은 얼마나 오래 닫혀있었는지 알려줘"	"{'Formalized Input': '오늘 옆반 창문 닫힘 시간 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30')],'Spatial': ['옆반'],'Modality': ['창문닫힘'],'Operation': ['시간'],'Target': ['시간']}, 'Instruction Set': [['q','창문닫힘 정보','값',{}],['r','예) 옆반 창문은 오늘 6시간 닫혀있었습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'window_close':['창문닫힘']},'current_datetime':'2022-09-30 12:00:00'}"
"올해 전체 우리반 에어컨 평균 설정온도 알고 싶어"	"{'Formalized Input': '올해 우리반 에어컨 평균 설정온도 알려줘.', 'Input Semantic Parsing': {'Temporal': [('올해','2022-01-01 ~ 2022-12-31')],'Spatial': ['우리반'],'Modality': ['설정온도'],'Operation': ['평균'],'Target': ['온도']}, 'Instruction Set': [['q','올해 우리반 설정온도','값',{}],['r','예) 평균 24.5도입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'settemp':['설정온도']},'current_datetime':'2022-09-30 12:00:00'}"
"우리집 밤 10시 이후 전력 사용량이 이번달에 얼마나 됐는지 알려줘"	"{'Formalized Input': '이번달 우리집 밤10시 이후 전력사용량 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번달 밤10시 이후','2022-09-01 22:00:00 ~ 2022-09-30 23:59:59')],'Spatial': ['우리집'],'Modality': ['전력사용량'],'Operation': [None],'Target': ['전력']}, 'Instruction Set': [['q','우리집 밤10시 이후 전력','값',{}],['r','예) 이번달 50kWh 정도 사용했습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'power_usage':['전력사용량']},'current_datetime':'2022-09-30 12:00:00'}"
"내일 앞반 실내온도 예보 좀 말해줘"	"{'Formalized Input': '내일 앞반 실내온도 예보 알려줘.', 'Input Semantic Parsing': {'Temporal': [('내일','2022-10-01')],'Spatial': ['앞반'],'Modality': ['예보된 실내온도'],'Operation': [None],'Target': ['온도']}, 'Instruction Set': [['q','내일 앞반 예보된 온도 조회','값',{}],['r','예) 내일 앞반 온도는 25도로 예보됩니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB3','idu_mapping':{'01_IB3':['앞반']},'modality_mapping':{'forecast_temp':['예보된 실내온도']},'current_datetime':'2022-09-30 12:00:00'}"
"한시간 뒤 우리반 온도 예측치가 궁금해"	"{'Formalized Input': '한시간 뒤 우리반 온도 예측 알려줘.', 'Input Semantic Parsing': {'Temporal': [('한시간 뒤','2022-09-30 13:00:00')],'Spatial': ['우리반'],'Modality': ['예측온도'],'Operation': [None],'Target': ['온도']}, 'Instruction Set': [['q','우리반 한시간 뒤 온도','값',{}],['r','예) 약 26도로 예측됩니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'forecast_temp':['예측온도']},'current_datetime':'2022-09-30 12:00:00'}"
"옆반 이번주 전력 피크는 얼마나 됐어?"	"{'Formalized Input': '이번주 옆반 전력 피크값 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번주','2022-09-26 ~ 2022-10-02')],'Spatial': ['옆반'],'Modality': ['전력 사용량'],'Operation': ['피크값'],'Target': ['전력']}, 'Instruction Set': [['q','이번주 옆반 전력 데이터','값',{}],['r','예) 이번주 피크는 75kWh입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'power_usage':['전력 사용량']},'current_datetime':'2022-09-30 12:00:00'}"
"작년 우리반 최고 냉방온도와 올해 최고 냉방온도 비교해줘"	"{'Formalized Input': '작년 우리반 최고 냉방온도와 올해 최고 냉방온도 비교해줘.', 'Input Semantic Parsing': {'Temporal': [('작년','2021-01-01 ~ 2021-12-31'),('올해','2022-01-01 ~ 2022-12-31')],'Spatial': ['우리반'],'Modality': ['냉방온도'],'Operation': ['최고'],'Target': ['온도']}, 'Instruction Set': [['q','작년 최고 냉방온도','값',{}],['q','올해 최고 냉방온도','값',{}],['r','예) 작년은 28도, 올해는 27도였습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'coolingtemp':['냉방온도']},'current_datetime':'2022-09-30 12:00:00'}"
"이번 분기 우리집 전력사용량 통계 좀 알려줘"	"{'Formalized Input': '이번 분기 우리집 전력사용량 통계 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번 분기','2022-07-01 ~ 2022-09-30')],'Spatial': ['우리집'],'Modality': ['전력사용량'],'Operation': ['통계'],'Target': ['전력']}, 'Instruction Set': [['q','이번 분기 우리집 전력 데이터','값',{}],['r','예) 이번 분기 누적 전력 사용량은 220kWh입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'power_usage':['전력사용량']},'current_datetime':'2022-09-30 12:00:00'}"
"지금 옆반 환기모드는 켜져 있어?"	"{'Formalized Input': '지금 옆반 환기모드 전원 상태 알려줘.', 'Input Semantic Parsing': {'Temporal': [('지금','2022-09-30 12:00:00')],'Spatial': ['옆반'],'Modality': ['환기모드'],'Operation': [None],'Target': ['전원']}, 'Instruction Set': [['q','옆반 환기모드 전원','값',{}],['r','예) 현재 켜져있습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'vent_mode':['환기모드']},'current_datetime':'2022-09-30 12:00:00'}"
"올해 옆반 냉난방 사용 요금은 얼마 나왔어?"	"{'Formalized Input': '올해 옆반 냉난방 요금 알려줘.', 'Input Semantic Parsing': {'Temporal': [('올해','2022-01-01 ~ 2022-12-31')],'Spatial': ['옆반'],'Modality': ['냉난방 요금'],'Operation': [None],'Target': ['비용']}, 'Instruction Set': [['q','옆반 냉난방 요금','값',{}],['r','예) 약 30만원 정도 예상됩니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'coolheat_cost':['냉난방 요금']},'current_datetime':'2022-09-30 12:00:00'}"
"봄철(3~5월) 우리반 환기 평균 횟수 알고 싶어"	"{'Formalized Input': '봄철 우리반 환기 평균 횟수 알려줘.', 'Input Semantic Parsing': {'Temporal': [('3~5월','2022-03-01 ~ 2022-05-31')],'Spatial': ['우리반'],'Modality': ['환기'],'Operation': ['평균'],'Target': ['횟수']}, 'Instruction Set': [['q','봄철 환기 데이터','값',{}],['r','예) 하루 평균 2.5회입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'ventilation_count':['환기']},'current_datetime':'2022-09-30 12:00:00'}"
"이번주 우리집 제습모드랑 냉방모드 중 뭐가 더 오래 켜져 있었어?"	"{'Formalized Input': '이번주 우리집 제습모드와 냉방모드 사용시간 비교해줘.', 'Input Semantic Parsing': {'Temporal': [('이번주','2022-09-26 ~ 2022-10-02')],'Spatial': ['우리집'],'Modality': ['제습모드','냉방모드'],'Operation': ['비교'],'Target': ['시간']}, 'Instruction Set': [['q','이번주 제습모드 사용시간','값',{}],['q','이번주 냉방모드 사용시간','값',{}],['r','예) 냉방모드가 8시간, 제습이 5시간으로 냉방이 더 깁니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'dehum_usage':['제습모드'],'cool_usage':['냉방모드']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 우리반 급격히 온도 변동된 시간대가 있어?"	"{'Formalized Input': '오늘 우리반 온도 급격 변동 시간대 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30')],'Spatial': ['우리반'],'Modality': ['실내온도'],'Operation': ['급격변동'],'Target': ['시간대']}, 'Instruction Set': [['q','온도 변동 기록','값',{}],['r','예) 오전 11시에서 12시 사이에 3도 이상 변동했습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'roomtemp':['실내온도']},'current_datetime':'2022-09-30 12:00:00'}"
"우리반 다음주 평균 예상 난방온도 좀 알려줘"	"{'Formalized Input': '다음주 우리반 평균 예측 난방온도 알려줘.', 'Input Semantic Parsing': {'Temporal': [('다음주','2022-10-03 ~ 2022-10-09')],'Spatial': ['우리반'],'Modality': ['예측 난방온도'],'Operation': ['평균'],'Target': ['온도']}, 'Instruction Set': [['q','다음주 예측 난방온도','값',{}],['r','예) 21도로 예측됩니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'forecast_heat':['예측 난방온도']},'current_datetime':'2022-09-30 12:00:00'}"
"올가을 옆반 냉난방 사용이 더 늘었는지 알고 싶어"	"{'Formalized Input': '올가을 옆반 냉난방 사용량 증가 여부 알려줘.', 'Input Semantic Parsing': {'Temporal': [('올가을','2022-09-01 ~ 2022-11-30')],'Spatial': ['옆반'],'Modality': ['냉난방 사용량'],'Operation': ['증가'],'Target': ['사용']}, 'Instruction Set': [['q','올가을 옆반 냉난방 사용량','값',{}],['r','예) 작년 대비 10% 늘었습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'coolheat_usage':['냉난방 사용량']},'current_datetime':'2022-09-30 12:00:00'}"
"이번주 옆반 평균 설정온도와 우리반 평균 설정온도 중 어느 쪽이 더 낮아?"	"{'Formalized Input': '이번주 옆반 설정온도 평균과 우리반 설정온도 평균 비교해줘.', 'Input Semantic Parsing': {'Temporal': [('이번주','2022-09-26 ~ 2022-10-02')],'Spatial': ['옆반','우리반'],'Modality': ['설정온도'],'Operation': ['평균','비교'],'Target': ['온도']}, 'Instruction Set': [['q','이번주 옆반 평균 설정온도','값',{}],['q','이번주 우리반 평균 설정온도','값',{}],['r','예) 옆반이 0.5도 더 낮습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_mapping':{'01_IB5':['우리반'],'01_IB7':['옆반']},'modality_mapping':{'settemp':['설정온도']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 우리집 외기 도입률이 제일 낮았던 시간대는 언제였어?"	"{'Formalized Input': '오늘 우리집 외기 도입률 최저 시간대 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30')],'Spatial': ['우리집'],'Modality': ['외기 도입률'],'Operation': ['최저'],'Target': ['시간대']}, 'Instruction Set': [['q','오늘 외기도입률 기록','값',{}],['r','예) 새벽 2시경에 20%로 가장 낮았습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'freshair':['외기 도입률']},'current_datetime':'2022-09-30 12:00:00'}"
"이번 겨울 동안 앞반 에어컨 난방 사용 시간이 길었어?"	"{'Formalized Input': '이번 겨울 앞반 난방모드 사용 시간 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번 겨울','2022-12-01 ~ 2023-02-28')],'Spatial': ['앞반'],'Modality': ['난방모드'],'Operation': ['사용 시간'],'Target': ['시간']}, 'Instruction Set': [['q','앞반 난방모드 사용 시간 조회','값',{}],['r','예) 이번 겨울 총 300시간 정도 켜져 있었습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB3','idu_mapping':{'01_IB3':['앞반']},'modality_mapping':{'heating_mode':['난방모드']},'current_datetime':'2022-09-30 12:00:00'}"
"내일 우리집 보일러 설정온도 계획은 몇 도야?"	"{'Formalized Input': '내일 우리집 보일러 설정온도 계획 알려줘.', 'Input Semantic Parsing': {'Temporal': [('내일','2022-10-01')],'Spatial': ['우리집'],'Modality': ['설정온도'],'Operation': ['계획'],'Target': ['온도']}, 'Instruction Set': [['q','내일 우리집 설정온도 계획','값',{}],['r','예) 내일 보일러는 23도로 맞출 예정입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'settemp':['설정온도']},'current_datetime':'2022-09-30 12:00:00'}"
"오늘 우리반 미세먼지 농도 알려줘"	"{'Formalized Input': '오늘 우리반 미세먼지 농도 알려줘.', 'Input Semantic Parsing': {'Temporal': [('오늘','2022-09-30')],'Spatial': ['우리반'],'Modality': ['미세먼지'],'Operation': [None],'Target': ['농도']}, 'Instruction Set': [['q','오늘 미세먼지 데이터','값',{}],['r','예) PM2.5 기준 35μg/m³ 정도입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB5','idu_mapping':{'01_IB5':['우리반']},'modality_mapping':{'pm25':['미세먼지']},'current_datetime':'2022-09-30 12:00:00'}"
"이번주에 옆반 공기청정 기능은 얼마나 작동했나?"	"{'Formalized Input': '이번주 옆반 공기청정 작동 시간 알려줘.', 'Input Semantic Parsing': {'Temporal': [('이번주','2022-09-26 ~ 2022-10-02')],'Spatial': ['옆반'],'Modality': ['공기청정'],'Operation': ['작동 시간'],'Target': ['시간']}, 'Instruction Set': [['q','옆반 공기청정 작동시간','값',{}],['r','예) 이번주 총 10시간 가동되었습니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_IB7','idu_mapping':{'01_IB7':['옆반']},'modality_mapping':{'air_clean':['공기청정']},'current_datetime':'2022-09-30 12:00:00'}"
"내일 비 오면 우리집 습도가 얼마나 올라갈까?"	"{'Formalized Input': '내일 우리집 습도 상승 예보 알려줘.', 'Input Semantic Parsing': {'Temporal': [('내일','2022-10-01')],'Spatial': ['우리집'],'Modality': ['예보된 습도'],'Operation': ['상승'],'Target': ['습도']}, 'Instruction Set': [['q','내일 습도 예측','값',{}],['r','예) 5% 정도 높아질 것으로 보입니다.']]}"	"{'site_name':'YongDongIllHighSchool','user_name':'홍길동','idu_name':'01_Home','idu_mapping':{'01_Home':['우리집']},'modality_mapping':{'forecast_humidity':['예보된 습도']},'current_datetime':'2022-09-30 12:00:00'}"
